date,game,map,match_type,my_duration,my_rank,rp_earned,premade_squad,voice_chat,squad_placed,teamate_count,my_quit,teamate_quit_count,my_legend,teamate_1_legend,teamate_2_legend,my_damage,teamate_1_damage,teamate_2_damage,my_kills,teamate_1_kills,teamate_2_kills,my_assists,teamate_1_assists,teamate_2_assists,my_knocks,teamate_1_knocks,teamate_2_knocks,my_revives,teamate_1_revives,teamate_2_revives,my_respawns,teamate_1_respawns,teamate_2_respawns,,
12/8/2022,248,broken moon,ranked,139,P3,-48,no,no,17,2,0,0,Crypto,Valkyrie,Bangalore,94,293,162,0,2,0,0,0,1,0,2,0,0,0,0,0,0,0,,
12/8/2022,249,broken moon,ranked,985,P3,-29,no,no,8,2,0,0,Crypto,Mirage,Loba,127,0,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12/8/2022,250,broken moon,ranked,317,P3,-49,no,no,17,2,0,0,Crypto,Octane,Caustic,345,49,140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
12/8/2022,251,broken moon,ranked,250,P3,-49,no,no,15,2,0,0,Vantage,Bloodhound,Caustic,256,287,188,0,1,0,0,0,1,0,1,1,0,1,0,0,0,0,,
12/8/2022,252,broken moon,ranked,415,P4,-46,no,no,14,2,0,0,Vantage,Pathfinder,Seer,230,692,250,0,1,1,0,1,1,0,2,2,0,0,0,0,0,1,,
12/8/2022,253,broken moon,ranked,295,P4,-46,no,no,15,2,0,0,Crypto,Vantage,Gibraltar,200,465,140,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
12/8/2022,254,broken moon,ranked,1286,P4,241,no,yes,1,2,0,0,Crypto,Catalyst,Bangalore,1124,555,1084,3,4,1,2,0,3,3,4,1,2,0,0,1,0,0,,
12/8/2022,255,broken moon,ranked,1039,P3,218,no,no,1,2,0,0,Crypto,Rampart,Bloodhound,749,448,657,2,2,3,3,1,2,2,2,3,0,1,0,0,0,0,,
12/8/2022,256,broken moon,ranked,616,P3,31,no,no,9,1,0,0,Crypto,Loba,NA,378,806,NA,1,3,NA,2,0,NA,1,3,NA,0,0,NA,0,0,NA,,
12/8/2022,257,broken moon,ranked,1077,P3,91,no,no,3,2,0,0,Vantage,Rampart,Revenant,1022,706,719,0,1,4,2,2,0,1,1,4,1,0,0,0,0,0,,
12/8/2022,258,broken moon,ranked,1216,P3,90,no,no,4,2,0,0,Vantage,Pathfinder,Rampart,1535,1522,1460,2,5,0,1,1,5,2,5,1,0,1,0,0,0,0,,
12/8/2022,259,broken moon,ranked,366,P3,-29,no,no,13,2,0,0,Vantage,Revenant,Seer,354,495,610,0,3,2,1,1,3,0,3,2,0,0,3,0,0,0,,
12/8/2022,260,broken moon,ranked,845,P3,-29,no,no,10,2,0,0,Vantage,Loba,Horizon,514,550,1450,0,0,1,1,0,0,0,1,3,0,0,0,0,0,0,,
12/8/2022,261,broken moon,ranked,275,P3,-47,no,yes,15,2,0,0,Vantage,Pathfinder,Rampart,150,368,139,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,,
12/8/2022,262,broken moon,ranked,576,P3,-5,no,yes,7,2,0,0,Crypto,Ashe,Pathfinder,573,457,317,1,1,1,0,0,0,1,2,2,0,0,0,0,0,0,,
12/8/2022,263,broken moon,ranked,156,P3,-49,no,yes,18,2,0,0,Crypto,Vantage,Bloodhound,143,132,237,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
12/8/2022,264,broken moon,ranked,235,P3,-49,no,yes,15,2,0,0,Crypto,Octane,Revenant,37,98,312,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,,
12/8/2022,265,broken moon,ranked,481,P3,-44,no,no,11,2,0,0,Vantage,Bangalore,Lifeline,353,175,276,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
12/8/2022,266,broken moon,ranked,442,P3,-39,no,no,10,2,0,0,Vantage,Gibraltar,Bangalore,197,149,89,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
12/9/2022,267,broken moon,ranked,201,P3,-46,no,no,16,2,0,0,Vantage,Fuse,Wattson,317,302,552,0,1,2,1,1,0,0,2,2,0,0,0,0,0,0,,
12/9/2022,268,broken moon,ranked,NA,P3,-49,no,no,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/9/2022,269,broken moon,ranked,127,P3,-49,no,no,18,2,0,0,Vantage,Lifeline,Loba,8,150,0,0,0,0,0,0,0,0,1,0,0,0,0,0,,0,,
12/9/2022,270,broken moon,ranked,NA,P3,242,no,yes,1,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/9/2022,271,broken moon,ranked,828,P3,-11,yes,yes,7,2,0,0,Vantage,Horizon,Pathfinder,1303,304,199,0,5,0,1,0,0,0,6,0,0,0,,0,,0,,
12/9/2022,272,broken moon,ranked,994,P3,263,yes,yes,1,2,0,0,Crypto,Pathfinder,Horizon,860,1107,1784,1,1,9,4,3,1,1,2,10,0,1,1,0,1,0,,
12/9/2022,273,broken moon,ranked,802,P3,-39,yes,yes,11,2,0,0,Crypto,Horizon,Pathfinder,107,32,170,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,,
12/9/2022,274,broken moon,ranked,971,P3,6,yes,yes,4,1,0,0,Crypto,Pathfinder,NA,369,443,NA,0,0,NA,0,0,NA,1,1,NA,0,0,NA,0,0,NA,,
12/9/2022,275,broken moon,ranked,1043,P3,44,no,yes,6,2,0,0,Crypto,Horizon,Caustic,1317,951,955,3,0,2,1,1,1,3,1,2,0,0,0,2,0,0,,
12/9/2022,276,broken moon,ranked,97,P3,-49,no,no,19,2,0,0,Crypto,Pathfinder,Mirage,135,79,334,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,,
12/9/2022,277,broken moon,ranked,NA,P3,124,no,no,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/9/2022,278,broken moon,ranked,187,P3,-49,no,yes,15,2,0,0,Wattson,Vantage,Catalyst,133,214,407,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
12/9/2022,279,broken moon,ranked,906,P3,-29,no,yes,8,2,0,0,Wattson,Loba,Caustic,536,548,211,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
12/9/2022,280,broken moon,ranked,1222,P3,91,no,no,3,2,0,0,Vantage,Catalyst,Revenant,882,672,1472,2,1,2,0,2,2,2,1,2,1,1,2,0,0,0,,
12/9/2022,281,broken moon,ranked,NA,P3,-49,no,yes,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/13/2022,282,broken moon,ranked,NA,P3,36,no,no,9,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/13/2022,283,broken moon,ranked,NA,P3,-23,no,yes,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/13/2022,284,broken moon,ranked,NA,P3,-44,no,no,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/13/2022,285,broken moon,ranked,NA,P3,52,no,no,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/13/2022,286,broken moon,ranked,NA,P3,-49,no,yes,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/13/2022,287,broken moon,ranked,NA,P3,-49,no,yes,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
12/13/2022,288,broken moon,ranked,NA,P3,-48,no,no,14,2,1,NA,Pathfinder,Loba,Newcastle,250,NA,NA,1,NA,NA,0,NA,NA,1,NA,NA,0,NA,NA,0,0,0,,
12/13/2022,289,broken moon,ranked,NA,P3,-44,no,no,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/3/2023,290,broken moon,ranked,NA,P3,-44,no,no,13,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/3/2023,291,broken moon,ranked,NA,P3,-42,no,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/3/2023,292,broken moon,ranked,NA,P3,-49,no,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/3/2023,293,broken moon,ranked,NA,P3,218,no,no,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/3/2023,294,broken moon,ranked,NA,P3,-49,no,no,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/3/2023,295,broken moon,ranked,NA,P3,-46,no,no,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/3/2023,296,broken moon,ranked,NA,P3,-49,no,no,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/3/2023,297,broken moon,ranked,NA,P3,-49,no,no,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/4/2023,298,broken moon,ranked,NA,P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/4/2023,299,broken moon,ranked,NA,P3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/4/2023,300,broken moon,ranked,NA,P3,-12,no,no,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/4/2023,301,broken moon,ranked,NA,P3,12,no,no,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/4/2023,302,broken moon,ranked,NA,P3,23,no,no,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/4/2023,303,broken moon,ranked,NA,P3,23,no,no,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/4/2023,304,broken moon,ranked,NA,P3,114,no,yes,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/4/2023,305,broken moon,ranked,NA,P3,-49,no,no,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/4/2023,306,broken moon,ranked,NA,P3,-47,no,no,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/4/2023,307,broken moon,ranked,NA,P3,161,no,yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,308,broken moon,ranked,NA,P2,-32,no,yes,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,309,broken moon,ranked,NA,P2,-52,no,no,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,310,broken moon,ranked,NA,P2,-37,no,no,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,311,broken moon,ranked,NA,P2,125,no,no,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,312,broken moon,ranked,NA,P2,-51,no,no,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,313,broken moon,ranked,NA,P2,-51,no,no,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,314,broken moon,ranked,NA,P2,158,no,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,315,broken moon,ranked,NA,P2,-52,no,yes,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,316,broken moon,ranked,NA,P2,-51,no,no,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,317,broken moon,ranked,NA,P2,-37,no,no,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,318,broken moon,ranked,NA,P2,-7,no,no,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,319,broken moon,ranked,NA,P2,81,no,no,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,320,broken moon,ranked,NA,P2,77,no,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,321,broken moon,ranked,NA,P2,113,no,yes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,322,broken moon,ranked,NA,P2,-52,no,yes,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,323,broken moon,ranked,NA,P2,10,no,no,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/5/2023,324,broken moon,ranked,NA,P2,16,no,no,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,325,broken moon,ranked,NA,P2,38,no,no,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,326,broken moon,ranked,NA,P2,-47,no,no,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,327,broken moon,ranked,NA,P2,-49,no,no,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,328,broken moon,ranked,NA,P2,-52,no,no,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,329,broken moon,ranked,NA,P2,-52,no,no,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,330,broken moon,ranked,NA,P2,-20,no,no,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,331,broken moon,ranked,NA,P2,-49,no,no,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,332,broken moon,ranked,NA,P2,-50,no,no,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,333,broken moon,ranked,NA,P2,-22,no,no,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,334,broken moon,ranked,NA,P2,58,no,yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,335,broken moon,ranked,NA,P2,-47,no,no,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,336,broken moon,ranked,NA,P2,-50,no,yes,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,337,broken moon,ranked,NA,P2,-51,no,yes,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,338,broken moon,ranked,NA,P2,-42,no,yes,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,339,broken moon,ranked,NA,P2,-51,no,no,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,340,broken moon,ranked,NA,P2,-35,no,no,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,341,broken moon,ranked,NA,P2,-52,no,yes,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,342,broken moon,ranked,NA,P2,-17,no,yes,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,343,broken moon,ranked,NA,P2,68,no,no,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,344,broken moon,ranked,NA,P2,-42,no,no,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,345,broken moon,ranked,NA,P2,-47,no,no,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,346,broken moon,ranked,NA,P2,79,no,yes,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,347,broken moon,ranked,NA,P2,-48,no,yes,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,348,broken moon,ranked,NA,P2,-32,no,yes,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,349,broken moon,ranked,NA,P3,-49,no,yes,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,350,broken moon,ranked,NA,P3,-29,no,yes,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,351,broken moon,ranked,NA,P3,401,no,no,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,352,broken moon,ranked,NA,P2,-37,no,no,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/6/2023,353,broken moon,ranked,NA,P2,93,no,yes,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/7/2023,354,broken moon,ranked,NA,P2,81,no,yes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,355,broken moon,ranked,NA,P2,89,no,no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,356,broken moon,ranked,NA,P2,348,no,yes,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,357,broken moon,ranked,NA,P1,-55,no,yes,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,358,broken moon,ranked,NA,P1,-55,no,no,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,359,broken moon,ranked,NA,P2,169,no,yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,360,broken moon,ranked,NA,P1,-50,no,yes,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,361,broken moon,ranked,NA,P1,38,no,yes,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,362,broken moon,ranked,NA,P1,-55,no,yes,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,363,broken moon,ranked,NA,P2,-51,no,yes,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,364,broken moon,ranked,NA,P2,269,no,yes,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,365,broken moon,ranked,NA,P1,48,no,no,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,366,broken moon,ranked,NA,P1,-55,no,no,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,367,broken moon,ranked,NA,P1,-55,no,no,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,368,broken moon,ranked,NA,P1,-55,no,yes,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,369,broken moon,ranked,NA,P1,-55,no,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/8/2023,370,broken moon,ranked,NA,P1,7,no,no,7,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/9/2023,371,broken moon,ranked,NA,P1,-50,no,no,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/9/2023,372,broken moon,ranked,NA,P1,125,no,no,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/9/2023,373,broken moon,ranked,NA,P1,245,no,no,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
