date,game,map,match_type,my_duration,my_rank,rp_earned,premade_squad,voice_chat,squad_placed,teamate_count,my_quit,teamate_quit_count,my_legend,teamate_1_legend,teamate_2_legend,my_damage,teamate_1_damage,teamate_2_damage,my_kills,teamate_1_kills,teamate_2_kills,my_assists,teamate_1_assists,teamate_2_assists,my_knocks,teamate_1_knocks,teamate_2_knocks,my_revives,teamate_1_revives,teamate_2_revives,my_respawns,teamate_1_respawns,teamate_2_respawns,,
1/9/2023,374,broken moon,ranked,NA,P1,155,no,no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/9/2023,375,broken moon,ranked,NA,P1,-50,no,no,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/9/2023,376,broken moon,ranked,NA,P1,-55,no,no,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/9/2023,377,broken moon,ranked,NA,P1,-55,no,no,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/9/2023,378,broken moon,ranked,NA,P1,-10,no,no,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/9/2023,379,broken moon,ranked,NA,P1,-45,no,no,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/9/2023,380,broken moon,ranked,NA,P1,-35,no,no,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/9/2023,381,broken moon,ranked,NA,P1,-55,no,yes,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,382,broken moon,ranked,NA,P1,-50,no,no,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,383,broken moon,ranked,NA,P1,-38,no,no,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,384,broken moon,ranked,NA,P1,-53,no,no,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,385,broken moon,ranked,NA,P1,-50,no,no,17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,386,broken moon,ranked,NA,P1,-55,no,yes,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,387,broken moon,ranked,NA,P1,-53,no,no,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,388,broken moon,ranked,NA,P1,120,no,yes,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,389,broken moon,ranked,NA,P1,-40,no,no,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,390,broken moon,ranked,NA,P1,-54,no,no,14,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,391,broken moon,ranked,NA,P1,-33,no,no,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,392,broken moon,ranked,NA,P1,-50,no,no,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,393,broken moon,ranked,NA,P2,-52,no,no,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,394,broken moon,ranked,NA,P2,-42,no,no,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,395,broken moon,ranked,NA,P2,-52,no,no,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,396,broken moon,ranked,NA,P2,-51,no,no,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,397,broken moon,ranked,NA,P2,-51,no,no,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,398,broken moon,ranked,NA,P2,6,no,yes,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,399,broken moon,ranked,1188,P2,133,no,yes,3,2,0,0,Vantage,Lifeline,Loba,1262,1080,1269,2,1,4,2,1,1,2,3,1,0,3,0,1,0,0,,
1/11/2023,400,broken moon,ranked,144,P2,-52,no,no,18,2,0,0,Vantage,Wraith,Lifeline,229,175,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1/11/2023,401,broken moon,ranked,356,P2,-47,no,no,12,2,0,0,Vantage,Newcastle,Maggie,50,279,111,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
1/11/2023,402,broken moon,ranked,117,P2,-52,no,no,19,2,0,0,Vantage,Loba,Pathfinder,129,276,50,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
1/11/2023,403,broken moon,ranked,NA,P2,-32,no,yes,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/11/2023,404,broken moon,ranked,351,P2,-47,no,yes,11,2,0,0,Vantage,Octane,Valkyrie,78,625,145,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1/12/2023,405,broken moon,ranked,886,P2,22,no,yes,8,2,0,0,Vantage,Octane,Maggie,943,355,971,2,0,2,2,0,1,3,1,3,1,0,0,2,0,0,,
1/12/2023,406,broken moon,ranked,NA,P2,-44,no,no,NA,2,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/12/2023,407,broken moon,ranked,1035,P2,41,no,no,5,2,0,0,Vantage,Horizon,Octane,535,186,426,2,0,1,1,0,2,2,0,1,0,0,1,0,0,0,,
1/12/2023,408,broken moon,ranked,NA,P2,-52,no,no,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/12/2023,409,broken moon,ranked,NA,P2,158,no,no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/12/2023,410,broken moon,ranked,NA,P2,4,no,yes,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/12/2023,411,broken moon,ranked,166,P2,-52,no,no,16,2,0,0,Maggie,Bloodhound,Gibraltar,116,137,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1/12/2023,412,broken moon,ranked,149,P2,-52,no,yes,18,2,0,0,Maggie,Horizon,Wraith,144,205,263,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,,
1/12/2023,413,broken moon,ranked,541,P2,-22,no,no,9,2,0,0,Maggie,Valkyrie,Mirage,438,355,359,2,0,0,0,0,0,2,0,0,0,0,0,1,0,0,,
1/12/2023,414,broken moon,ranked,1104,P2,21,no,no,4,2,0,1,Maggie,Vantage,Seer,392,558,363,0,1,1,0,0,0,1,1,1,0,0,0,1,0,0,,
1/12/2023,415,broken moon,ranked,NA,P2,-2,no,no,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/12/2023,416,broken moon,ranked,NA,P2,-52,yes,yes,14,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/12/2023,417,broken moon,ranked,197,P2,-52,yes,yes,16,2,0,0,Maggie,Seer,Horizon,221,17,84,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1/12/2023,418,broken moon,ranked,NA,P2,-52,yes,yes,14,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/12/2023,419,broken moon,ranked,495,P2,-52,yes,yes,13,2,0,0,Crypto,Ashe,Wraith,111,222,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1/12/2023,420,broken moon,ranked,202,P2,-52,yes,yes,14,2,0,0,Crypto,Wraith,Ashe,145,145,183,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,,
1/12/2023,421,broken moon,ranked,909,P2,66,yes,yes,2,2,0,0,Crypto,Ashe,Wraith,257,354,1347,0,0,2,1,0,0,0,0,4,0,0,0,0,0,0,,
1/12/2023,422,broken moon,ranked,NA,P2,-52,no,no,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/12/2023,423,broken moon,ranked,NA,P2,-52,no,no,17,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/12/2023,424,broken moon,ranked,382,P2,-52,no,no,14,2,0,0,Vantage,Lifeline,Valkyrie,150,155,60,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,,
1/12/2023,425,broken moon,ranked,NA,P2,93,no,no,4,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/12/2023,426,broken moon,ranked,316,P2,-52,no,yes,15,2,0,0,Vantage,Lifeline,Loba,195,262,62,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1/12/2023,427,broken moon,ranked,99,P2,-52,no,yes,20,2,0,0,Vantage,Rampart,NA,0,99,362,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
1/12/2023,428,broken moon,ranked,1294,P2,225,no,yes,1,2,0,0,Vantage,Revenant,Mirage,912,1715,2213,2,3,4,2,3,4,3,3,5,0,0,1,0,0,0,,
1/12/2023,429,broken moon,ranked,1149,P2,-1,no,yes,6,2,0,0,Vantage,Wraith,Horizon,528,415,413,,,,,,,,,,,,,,,,,
1/12/2023,430,broken moon,ranked,906,P2,-42,no,no,10,2,0,0,Vantage,Bloodhound,Horizon,692,446,109,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,
1/12/2023,431,broken moon,ranked,1294,P2,100,no,no,2,2,0,0,Vantage,Lifeline,Maggie,627,608,952,0,2,2,1,0,2,0,2,2,0,0,1,0,0,0,,
1/12/2023,432,broken moon,ranked,1148,P2,204,no,no,2,2,0,0,Pathfinder,Vantage,Rampart,939,2069,537,2,4,3,3,1,2,4,6,3,0,1,1,0,0,0,,
1/12/2023,433,broken moon,ranked,NA,P2,198,no,no,1,2,0,0,Pathfinder,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/12/2023,434,broken moon,ranked,1230,P2,NA,no,no,2,2,0,0,Pathfinder,Horizon,Loba,484,535,1318,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,,
1/13/2023,435,broken moon,ranked,1029,P2,120,no,yes,4,2,0,0,Vantage,Wattson,Bloodhound,1147,99,627,6,0,1,0,1,2,6,0,1,0,0,0,0,0,0,,
1/13/2023,436,broken moon,ranked,943,P1,-35,no,yes,7,2,0,0,Vantage,Pathfinder,Seer,183,219,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1/13/2023,437,broken moon,ranked,1207,P1,245,no,yes,1,2,0,0,Vantage,Caustic,Vantage,961,1532,1343,4,2,3,1,5,2,6,2,4,0,0,1,0,0,0,,
1/13/2023,438,broken moon,ranked,NA,P1,-40,no,yes,NA,NA,1,,Revenant,NA,NA,94,NA,NA,0,0,1,NA,NA,NA,0,0,1,0,0,0,0,0,0,,
1/13/2023,439,broken moon,ranked,422,P1,-45,no,yes,11,2,0,0,Revenant,Octane,Seer,668,367,199,1,0,0,0,0,0,3,0,0,1,0,0,0,0,1,,
1/13/2023,440,broken moon,ranked,107,P1,-55,no,yes,17,2,0,0,Gibraltar,Lifeline,Wattson,114,36,165,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,,
1/13/2023,441,broken moon,ranked,1349,P1,65,no,yes,3,2,0,0,Vantage,Lifeline,Bloodhound,1240,708,1303,1,1,2,0,2,1,2,1,2,0,0,0,0,0,1,,
1/13/2023,442,broken moon,ranked,NA,P1,-35,no,yes,10,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/13/2023,443,broken moon,ranked,959,P1,-5,no,yes,9,2,0,0,Vantage,Wraith,Valkyrie,876,701,1306,1,1,3,2,1,0,1,1,4,0,0,0,0,0,1,,
1/13/2023,444,broken moon,ranked,NA,P1,-55,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/13/2023,445,broken moon,ranked,931,P1,54,no,yes,5,2,0,0,Vantage,Bangalore,Wraith,831,878,724,2,3,1,1,0,1,2,3,1,2,0,0,0,0,1,,
1/13/2023,446,broken moon,ranked,217,P1,-54,no,no,14,2,0,0,Wraith,Crypto,Seer,320,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,,
1/13/2023,447,broken moon,ranked,759,P1,-35,no,no,7,2,0,0,Vantage,Gibraltar,Loba,504,38,96,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,
1/13/2023,448,broken moon,ranked,1282,P1,270,no,no,1,2,0,0,Vantage,Pathfinder,Lifeline,1016,561,1483,6,1,3,0,6,4,6,1,3,0,0,0,0,0,0,,
1/13/2023,449,broken moon,ranked,275,P1,-48,no,yes,13,2,0,0,Vantage,Catalyst,Loba,257,477,285,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,,
1/13/2023,450,broken moon,ranked,NA,P1,-55,no,no,18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/13/2023,451,broken moon,ranked,248,P1,-55,no,no,18,2,0,0,Crypto,Seer,Pathfinder,216,64,235,0,0,0,0,0,0,1,0,0,0,0,0,0,,,,
1/13/2023,452,broken moon,ranked,1145,P1,36,no,no,4,2,0,0,Crypto,Vantage,Gibraltar,328,604,1012,0,1,1,2,1,1,0,1,1,0,0,0,0,0,0,,
1/13/2023,453,broken moon,ranked,NA,P1,-45,no,yes,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/13/2023,454,broken moon,ranked,NA,P1,125,no,no,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/13/2023,455,broken moon,ranked,NA,P1,-50,no,yes,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/13/2023,456,broken moon,ranked,NA,P1,0,no,yes,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/13/2023,457,broken moon,ranked,178,P1,-55,no,no,16,2,0,0,Maggie,Bloodhound,Bangalore,170,134,171,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
1/13/2023,458,broken moon,ranked,850,P1,52,no,no,6,2,0,0,Maggie,Octane,Vantage,835,886,1287,1,6,1,2,1,5,1,6,1,0,0,0,0,0,0,,
1/13/2023,459,broken moon,ranked,NA,P1,-55,no,no,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/13/2023,460,broken moon,ranked,NA,P1,-45,no,no,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/13/2023,461,broken moon,ranked,884,P1,22,no,no,5,2,0,0,Maggie,Octane,Mirage,384,1285,308,0,3,0,1,0,1,5,0,1,0,0,0,0,0,0,,
1/13/2023,462,broken moon,ranked,NA,P1,13,no,no,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/13/2023,463,broken moon,ranked,443,P1,-38,no,yes,12,2,0,0,Maggie,Horizon,Seer,278,150,406,1,1,1,1,0,1,1,1,2,0,0,0,0,0,0,,
1/13/2023,464,broken moon,ranked,NA,P1,-55,no,yes,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/13/2023,465,broken moon,ranked,127,P1,-55,no,yes,20,2,0,0,Maggie,Bloodhound,Valkyrie,278,0,233,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,,
1/13/2023,466,broken moon,ranked,777,P1,58,no,no,3,2,0,0,Maggie,Horizon,Bloodhound,638,556,1192,0,2,4,1,0,0,0,2,4,1,0,1,1,0,1,,
1/13/2023,467,broken moon,ranked,668,P1,-45,no,no,9,2,0,0,Vantage,Gibraltar,Bangalore,585,120,598,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
1/13/2023,468,broken moon,ranked,NA,P1,-55,no,no,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/13/2023,469,broken moon,ranked,1180,P1,66,no,no,2,2,0,0,Vantage,Bangalore,Gibraltar,736,609,161,1,0,0,0,0,0,1,0,0,1,0,0,0,0,2,,
1/13/2023,470,broken moon,ranked,580,P2,-55,no,no,11,2,0,0,Vantage,Bloodhound,Mirage,0,269,36,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,,
1/13/2023,471,broken moon,ranked,467,P2,-52,no,no,12,2,0,0,NA,NA,NA,395,700,332,0,3,0,0,0,2,0,3,2,0,1,0,0,1,0,,
1/13/2023,472,broken moon,ranked,873,P2,20,no,no,6,2,0,0,Maggie,Bangalore,Valkyrie,278,720,207,1,2,1,1,2,0,1,2,1,0,0,0,0,0,0,,
1/13/2023,473,broken moon,ranked,NA,P2,-55,no,no,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/14/2023,474,broken moon,ranked,,P2,28,no,no,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/14/2023,475,broken moon,ranked,NA,P2,27,no,no,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/14/2023,476,broken moon,ranked,NA,P2,-35,no,no,12,NA,1,NA,NA,NA,NA,247,NA,NA,2,NA,NA,0,NA,NA,2,NA,NA,0,,NA,0,,NA,,
1/14/2023,477,broken moon,ranked,NA,P2,-52,no,no,16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/14/2023,478,broken moon,ranked,699,P2,118,no,no,3,2,0,0,Vantage,Octane,Wraith,453,1110,1428,2,3,5,1,1,2,2,4,7,1,2,1,2,0,0,,
1/14/2023,479,broken moon,ranked,262,P2,-37,no,no,11,2,0,0,Vantage,Revenant,Bangalore,386,307,396,0,3,1,0,0,1,0,3,2,0,0,0,0,0,0,,
1/14/2023,480,broken moon,ranked,573,P2,-37,no,no,10,2,0,0,Vantage,NA,NA,228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1/14/2023,481,broken moon,ranked,228,P2,-51,no,no,15,2,0,0,Vantage,Horizon,Bloodhound,148,340,111,0,1,0,1,1,0,0,3,0,0,1,0,0,0,0,,
1/14/2023,482,broken moon,ranked,740,P2,-20,no,no,7,2,0,0,Vantage,Mirage,Octane,488,332,133,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,,
1/14/2023,483,broken moon,ranked,NA,P2,-52,no,no,15,2,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/14/2023,484,broken moon,ranked,1197,P2,373,no,no,1,2,0,0,Vantage,Pathfinder,Lifeline,1456,2180,2018,5,5,5,4,4,3,5,6,5,1,1,2,1,0,0,,
1/15/2023,485,broken moon,ranked,1059,P1,-10,no,no,9,2,0,0,Vantage,Bangalore,Bloodhound,737,1751,1065,1,4,2,0,2,1,2,6,2,0,1,0,0,2,0,,
1/15/2023,486,broken moon,ranked,386,P1,-55,no,no,14,2,0,0,Vantage,Gibraltar,Wraith,172,163,250,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,,
1/15/2023,487,broken moon,ranked,NA,P1,-52,no,no,17,NA,NA,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/15/2023,488,broken moon,ranked,1179,P1,224,no,no,2,2,0,0,Vantage,Valkyrie,Octane,1155,1504,1232,3,3,4,3,3,1,3,4,4,0,1,1,0,0,0,,
1/15/2023,489,broken moon,ranked,NA,P1,-30,no,no,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/15/2023,490,broken moon,ranked,NA,P1,-45,no,no,10,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/15/2023,491,broken moon,ranked,113,P1,-55,no,no,17,2,0,0,Vantage,Horizon,Seer,0,0,253,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,,
1/15/2023,492,broken moon,ranked,444,P1,-38,no,no,11,2,0,0,Vantage,Bangalore,Octane,429,36,609,1,0,2,1,0,1,2,0,3,0,0,0,0,0,0,,
1/15/2023,493,broken moon,ranked,NA,P1,-40,no,no,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/15/2023,494,broken moon,ranked,NA,P1,-54,no,no,20,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,
1/15/2023,495,broken moon,ranked,958,P1,28,no,no,3,2,0,0,Vantage,Bangalore,Rampart,489,632,589,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,,
1/15/2023,496,broken moon,ranked,1300,P1,112,no,no,2,2,0,0,Vantage,Pathfinder,Bloodhound,1258,857,2022,1,0,3,1,2,0,1,0,3,0,0,0,0,0,0,,
1/15/2023,497,broken moon,ranked,1022,P1,125,no,no,3,2,0,0,Maggie,Crypto,Ashe,1021,362,657,3,0,4,1,4,0,3,0,4,1,0,0,2,0,0,,
1/15/2023,498,broken moon,ranked,81,P1,-55,no,no,18,2,0,0,Maggie,Horizon,Octane,61,61,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
1/15/2023,499,broken moon,ranked,1187,P1,55,no,no,3,2,0,0,Maggie,Bloodhound,Wraith,416,911,893,1,0,2,0,3,0,1,1,2,0,0,2,0,1,0,,
